,city,churn,type_of_plan,highest_level_education,work_status,sex,salary_monthly,relationship_status,payment_per_month,weeks_since_claim,open_policies,Renew Offer Type,reachability,claim_amount,type_of_vehicle
2214,Kumasi,No,premium_plan,Doctor,Employed,female,11706.03448275862,Married,202,108.0,1,2,customer_call_centre,403.937672,4-door_car
2215,Takoradi,No,premium_plan,Master,Employed,female,5094.827586206897,Single,228,69.0,1,1,via_the_web,118.750512,2-door_car
2216,Takoradi,No,extended_plan,College,Disabled,male,1771.5517241379312,Single,194,43.0,1,1,contacting_agent,465.6,4-door_car
2217,Cape_coast,No,premium_plan,College,Employed,male,10642.241379310346,Divorced,212,30.0,6,2,customer_call_centre,508.8,4-door_car
2218,Accra,Yes,primary_plan,College,Retired,male,4864.6551724137935,Single,130,64.0,3,1,contacting_agent,468.0,2-door_car
2219,Takoradi,No,extended_plan,College,Medical Leave,female,1821.206896551724,Divorced,242,86.0,2,1,contacting_branch_directly,109.814874,SUV
2220,Accra,No,primary_plan,Bachelor,Unemployed,male,0.0,Single,124,43.0,3,1,contacting_branch_directly,722.432062,2-door_car
2221,Accra,No,primary_plan,College,Employed,male,17193.44827586207,Single,122,26.0,2,4,customer_call_centre,292.8,4-door_car
2222,Tamale,No,extended_plan,Master,Retired,male,2797.241379310345,Married,186,56.0,9,3,via_the_web,498.452698,4-door_car
2223,Tamale,No,primary_plan,Bachelor,Employed,female,12430.344827586208,Married,128,103.0,5,1,contacting_agent,252.330905,2-door_car
2224,Cape_coast,No,primary_plan,Bachelor,Employed,male,11000.0,Married,226,39.0,4,1,contacting_branch_directly,542.4,SUV
2225,Takoradi,Yes,premium_plan,High School or Below,Employed,male,9601.206896551725,Divorced,552,142.0,1,1,contacting_agent,1324.8,luxurious_suv
2226,Accra,No,extended_plan,High School or Below,Unemployed,male,0.0,Divorced,178,26.0,3,2,contacting_agent,640.8,4-door_car
2227,Accra,No,primary_plan,Bachelor,Unemployed,male,0.0,Single,122,34.0,1,1,contacting_agent,351.85681,2-door_car
2228,Accra,No,extended_plan,College,Employed,male,5103.103448275862,Single,174,9.0,2,4,customer_call_centre,150.926696,2-door_car
2229,Accra,No,primary_plan,Bachelor,Employed,male,3949.4827586206898,Married,360,56.0,1,4,customer_call_centre,49.18776,luxurious_suv
2230,Kumasi,No,primary_plan,Bachelor,Employed,male,3913.2758620689656,Divorced,372,150.0,8,1,via_the_web,892.8,luxurious_suv
2231,Accra,No,primary_plan,Bachelor,Employed,male,12098.96551724138,Married,128,77.0,7,1,contacting_agent,128.90032,4-door_car
2232,Accra,No,primary_plan,High School or Below,Employed,female,14720.344827586208,Married,214,30.0,2,4,customer_call_centre,513.6,SUV
2233,Cape_coast,No,extended_plan,High School or Below,Employed,female,5427.068965517242,Married,188,95.0,3,2,contacting_branch_directly,146.950756,4-door_car
2234,Cape_coast,Yes,extended_plan,College,Employed,male,11453.275862068966,Married,272,150.0,1,2,contacting_agent,57.712985,Sports Car
2235,Accra,No,extended_plan,High School or Below,Unemployed,male,0.0,Single,180,64.0,3,4,contacting_branch_directly,900.242038,4-door_car
2236,Cape_coast,No,primary_plan,High School or Below,Unemployed,female,0.0,Single,130,125.0,3,3,contacting_agent,655.489027,4-door_car
2237,Kumasi,No,premium_plan,Bachelor,Unemployed,female,0.0,Married,344,99.0,1,2,contacting_branch_directly,141.460349,SUV
2238,Accra,No,primary_plan,Bachelor,Employed,male,12796.03448275862,Married,200,150.0,6,2,contacting_branch_directly,418.005524,SUV
2239,Cape_coast,No,extended_plan,High School or Below,Employed,male,7982.413793103448,Divorced,176,47.0,4,1,contacting_agent,128.292466,4-door_car
2240,Kumasi,No,extended_plan,College,Unemployed,female,0.0,Single,270,0.0,1,2,contacting_agent,648.0,SUV
2241,Tamale,Yes,primary_plan,High School or Below,Employed,female,7562.068965517242,Single,130,64.0,1,2,contacting_agent,156.124914,4-door_car
2242,Takoradi,No,primary_plan,College,Unemployed,female,0.0,Married,138,47.0,2,1,via_the_web,331.2,4-door_car
2243,Takoradi,No,primary_plan,College,Employed,male,8280.862068965518,Married,122,30.0,9,3,contacting_agent,292.8,4-door_car
2244,Tamale,No,extended_plan,College,Employed,female,14970.689655172417,Single,246,77.0,3,1,contacting_agent,480.533246,SUV
2245,Takoradi,No,extended_plan,College,Unemployed,female,0.0,Married,154,125.0,2,1,contacting_agent,509.100577,2-door_car
2246,Cape_coast,No,primary_plan,High School or Below,Employed,female,7018.275862068966,Married,142,129.0,1,3,contacting_agent,166.123172,4-door_car
2247,Accra,No,primary_plan,High School or Below,Employed,female,11936.379310344828,Married,130,82.0,9,2,contacting_agent,193.243084,4-door_car
2248,Takoradi,No,extended_plan,College,Unemployed,female,0.0,Single,264,56.0,2,3,contacting_branch_directly,950.4,SUV
2249,Kumasi,No,premium_plan,College,Unemployed,male,0.0,Single,210,22.0,3,1,contacting_branch_directly,756.0,4-door_car
2250,Takoradi,No,primary_plan,High School or Below,Medical Leave,female,2788.1034482758623,Married,148,34.0,4,1,contacting_agent,311.004168,4-door_car
2251,Takoradi,No,primary_plan,College,Employed,male,8861.551724137931,Single,122,86.0,1,1,contacting_branch_directly,292.8,4-door_car
2252,Kumasi,No,primary_plan,Bachelor,Employed,female,14461.896551724138,Married,138,13.0,2,1,contacting_agent,212.148485,4-door_car
2253,Accra,No,extended_plan,College,Employed,female,10908.103448275862,Single,184,95.0,8,1,contacting_agent,530.340202,4-door_car
2254,Cape_coast,No,extended_plan,College,Employed,male,7708.9655172413795,Single,164,82.0,8,1,contacting_agent,537.78416,4-door_car
2255,Accra,No,primary_plan,Doctor,Employed,male,10226.03448275862,Divorced,138,34.0,9,1,via_the_web,14.812808,4-door_car
2256,Takoradi,No,extended_plan,Bachelor,Employed,male,14130.517241379312,Divorced,172,99.0,4,2,contacting_branch_directly,433.426544,4-door_car
2257,Takoradi,No,primary_plan,Doctor,Employed,male,10276.03448275862,Married,134,120.0,6,4,contacting_branch_directly,321.6,4-door_car
2258,Kumasi,No,premium_plan,High School or Below,Employed,male,12247.241379310346,Married,206,112.0,3,1,contacting_branch_directly,494.4,4-door_car
2259,Tamale,No,primary_plan,Bachelor,Disabled,male,2259.137931034483,Married,144,90.0,7,1,contacting_agent,458.003651,4-door_car
2260,Kumasi,Yes,extended_plan,College,Medical Leave,male,3616.896551724138,Married,196,82.0,1,2,contacting_branch_directly,1176.2788,4-door_car
2261,Accra,Yes,extended_plan,Bachelor,Employed,female,8017.758620689656,Divorced,430,17.0,1,1,contacting_agent,1032.0,luxurious_suv
2262,Accra,No,primary_plan,College,Employed,male,10528.275862068966,Married,226,138.0,1,3,contacting_branch_directly,539.774172,SUV
2263,Kumasi,No,premium_plan,College,Disabled,female,3029.655172413793,Married,220,0.0,1,3,customer_call_centre,639.769748,2-door_car
2264,Kumasi,No,primary_plan,Master,Employed,male,17210.862068965518,Married,232,9.0,2,1,contacting_branch_directly,250.183388,SUV
2265,Cape_coast,No,primary_plan,College,Disabled,female,3009.137931034483,Married,236,52.0,9,1,contacting_branch_directly,566.4,SUV
2266,Kumasi,No,premium_plan,College,Employed,male,9597.06896551724,Married,332,82.0,1,2,contacting_branch_directly,194.739777,SUV
2267,Tamale,No,primary_plan,Master,Employed,male,12620.0,Married,132,0.0,1,2,via_the_web,85.809817,4-door_car
2268,Kumasi,Yes,primary_plan,High School or Below,Employed,female,10099.48275862069,Married,220,26.0,1,1,contacting_agent,303.872752,SUV
2269,Cape_coast,No,primary_plan,High School or Below,Employed,female,15181.896551724138,Married,142,47.0,6,4,customer_call_centre,337.727542,4-door_car
2270,Accra,No,extended_plan,Bachelor,Unemployed,male,0.0,Married,160,73.0,5,1,customer_call_centre,384.0,4-door_car
2271,Accra,No,primary_plan,High School or Below,Employed,male,13946.896551724138,Married,220,64.0,1,3,contacting_branch_directly,528.0,SUV
2272,Takoradi,Yes,primary_plan,Master,Employed,female,6032.758620689656,Single,130,99.0,1,2,via_the_web,42.689135,4-door_car
2273,Accra,No,primary_plan,College,Employed,male,6400.689655172414,Married,144,17.0,1,2,contacting_branch_directly,430.518791,2-door_car
2274,Accra,No,primary_plan,High School or Below,Employed,female,3833.793103448276,Single,124,13.0,4,1,contacting_agent,409.425049,2-door_car
2275,Tamale,Yes,primary_plan,Master,Employed,female,16746.724137931036,Married,128,22.0,6,2,contacting_agent,307.2,4-door_car
2276,Kumasi,No,primary_plan,College,Employed,female,11682.758620689656,Married,148,82.0,3,4,contacting_branch_directly,465.278453,4-door_car
2277,Takoradi,No,primary_plan,Bachelor,Unemployed,female,0.0,Married,138,56.0,1,4,via_the_web,97.691104,4-door_car
2278,Cape_coast,No,primary_plan,College,Unemployed,male,0.0,Married,124,26.0,2,3,contacting_branch_directly,307.649586,2-door_car
2279,Accra,No,primary_plan,High School or Below,Employed,male,6460.862068965517,Married,140,0.0,3,1,contacting_branch_directly,336.0,4-door_car
2280,Tamale,No,primary_plan,High School or Below,Employed,female,5571.379310344828,Married,136,73.0,2,1,contacting_agent,326.4,4-door_car
2281,Takoradi,No,premium_plan,College,Employed,male,8485.172413793103,Married,204,0.0,2,1,contacting_agent,371.322406,4-door_car
2282,Kumasi,No,primary_plan,High School or Below,Employed,female,8595.0,Divorced,138,116.0,2,1,contacting_branch_directly,331.2,4-door_car
2283,Tamale,No,extended_plan,High School or Below,Disabled,male,4819.137931034483,Married,182,138.0,2,1,contacting_branch_directly,436.8,4-door_car
2284,Cape_coast,Yes,extended_plan,Bachelor,Unemployed,female,0.0,Divorced,190,56.0,5,1,customer_call_centre,456.0,2-door_car
2285,Takoradi,No,primary_plan,Master,Employed,female,9725.862068965518,Married,234,56.0,3,1,contacting_agent,523.99823,SUV
2286,Takoradi,No,extended_plan,Bachelor,Employed,female,3878.793103448276,Married,424,64.0,7,1,contacting_branch_directly,1017.6,luxirious_car
2287,Takoradi,No,primary_plan,College,Employed,female,10577.06896551724,Married,212,116.0,2,4,contacting_branch_directly,604.237801,SUV
2288,Cape_coast,No,primary_plan,Bachelor,Employed,female,6517.758620689656,Divorced,148,112.0,1,1,contacting_agent,355.2,4-door_car
2289,Cape_coast,No,primary_plan,Master,Employed,female,15737.241379310346,Married,210,60.0,4,1,customer_call_centre,504.0,SUV
2290,Kumasi,No,extended_plan,College,Employed,male,5313.103448275862,Married,174,43.0,4,3,customer_call_centre,237.57033,2-door_car
2291,Kumasi,No,primary_plan,College,Employed,female,7235.862068965517,Married,134,47.0,1,1,contacting_agent,183.207703,4-door_car
2292,Takoradi,No,primary_plan,Master,Employed,male,6164.48275862069,Married,398,90.0,3,3,contacting_agent,612.973779,luxirious_car
2293,Accra,No,primary_plan,Master,Employed,female,6328.620689655173,Married,142,17.0,1,4,contacting_agent,435.606086,4-door_car
2294,Tamale,No,extended_plan,High School or Below,Employed,male,8320.344827586207,Married,498,52.0,2,1,contacting_branch_directly,1195.2,luxirious_car
2295,Takoradi,No,extended_plan,Master,Employed,male,9131.896551724138,Married,268,26.0,4,4,contacting_agent,83.815183,SUV
2296,Kumasi,No,extended_plan,Bachelor,Unemployed,male,0.0,Single,168,108.0,1,4,customer_call_centre,604.8,4-door_car
2297,Kumasi,No,primary_plan,Bachelor,Unemployed,female,0.0,Married,130,34.0,1,1,contacting_agent,455.644704,4-door_car
2298,Kumasi,No,primary_plan,High School or Below,Employed,male,10798.96551724138,Single,232,43.0,2,3,customer_call_centre,122.017931,SUV
2299,Kumasi,No,primary_plan,Bachelor,Employed,female,16709.8275862069,Married,122,103.0,2,4,via_the_web,71.942176,4-door_car
2300,Takoradi,Yes,premium_plan,High School or Below,Employed,female,13130.517241379312,Married,232,64.0,1,2,customer_call_centre,556.8,2-door_car
2301,Accra,No,primary_plan,College,Employed,female,9175.689655172417,Married,234,103.0,1,1,customer_call_centre,561.6,SUV
2302,Takoradi,No,premium_plan,College,Employed,female,14036.551724137931,Divorced,218,4.0,1,1,contacting_branch_directly,344.294164,2-door_car
2303,Accra,No,primary_plan,College,Employed,female,10300.689655172417,Married,210,4.0,2,1,contacting_agent,476.486416,SUV
2304,Accra,No,primary_plan,College,Employed,female,6706.551724137931,Divorced,234,112.0,3,1,contacting_agent,561.6,SUV
2305,Accra,No,extended_plan,High School or Below,Unemployed,male,0.0,Married,188,82.0,4,1,contacting_agent,17.938979,4-door_car
2306,Kumasi,No,primary_plan,College,Employed,female,17234.655172413793,Married,132,26.0,1,3,contacting_agent,316.8,4-door_car
2307,Kumasi,No,extended_plan,High School or Below,Employed,male,5325.172413793103,Married,182,30.0,4,3,via_the_web,103.424766,2-door_car
2308,Tamale,No,extended_plan,Master,Employed,female,6204.137931034483,Married,256,30.0,1,2,customer_call_centre,275.577631,SUV
2309,Cape_coast,No,extended_plan,College,Unemployed,female,0.0,Married,250,116.0,1,3,contacting_branch_directly,539.5622,SUV
2310,Accra,No,primary_plan,High School or Below,Unemployed,male,0.0,Single,362,56.0,1,1,via_the_web,1303.2,luxirious_car
2311,Kumasi,No,extended_plan,Master,Unemployed,male,0.0,Married,278,17.0,2,1,contacting_branch_directly,667.2,SUV
2312,Takoradi,Yes,extended_plan,Master,Employed,male,10386.896551724138,Married,166,13.0,1,3,contacting_agent,326.281835,4-door_car
2313,Accra,No,primary_plan,High School or Below,Unemployed,female,0.0,Single,144,34.0,2,1,contacting_agent,518.4,4-door_car
2314,Accra,No,primary_plan,College,Employed,female,6474.6551724137935,Single,374,146.0,2,3,contacting_agent,897.6,luxirious_car
2315,Cape_coast,No,primary_plan,College,Unemployed,male,0.0,Single,146,103.0,3,1,contacting_agent,525.6,4-door_car
2316,Kumasi,Yes,premium_plan,College,Employed,male,10426.724137931034,Married,214,39.0,1,2,contacting_branch_directly,513.6,4-door_car
2317,Takoradi,No,primary_plan,Doctor,Unemployed,male,0.0,Married,222,13.0,9,3,via_the_web,672.91665,SUV
2318,Accra,No,extended_plan,College,Unemployed,male,0.0,Single,272,30.0,3,3,via_the_web,979.2,SUV
2319,Accra,No,primary_plan,Master,Medical Leave,male,4404.310344827586,Married,138,82.0,9,1,contacting_agent,331.2,4-door_car
2320,Takoradi,No,primary_plan,Master,Retired,male,4169.310344827586,Divorced,132,52.0,1,4,via_the_web,316.8,4-door_car
2321,Kumasi,No,extended_plan,High School or Below,Employed,female,13961.896551724138,Divorced,168,138.0,3,1,contacting_agent,25.961213,4-door_car
2322,Takoradi,No,primary_plan,Bachelor,Unemployed,male,0.0,Single,124,34.0,7,2,contacting_agent,446.4,4-door_car
2323,Takoradi,No,primary_plan,High School or Below,Unemployed,female,0.0,Married,148,86.0,2,1,contacting_branch_directly,47.502366,4-door_car
2324,Kumasi,No,primary_plan,Bachelor,Employed,male,5043.103448275862,Married,128,116.0,1,4,contacting_agent,308.240792,2-door_car
2325,Accra,No,primary_plan,Master,Employed,female,5787.241379310345,Married,126,108.0,4,1,customer_call_centre,205.043307,4-door_car
2326,Tamale,No,primary_plan,College,Employed,female,11249.48275862069,Married,144,60.0,1,1,contacting_agent,381.238176,4-door_car
2327,Accra,No,extended_plan,High School or Below,Employed,male,6836.206896551725,Married,172,77.0,6,2,contacting_branch_directly,922.335972,4-door_car
2328,Accra,Yes,primary_plan,Bachelor,Unemployed,male,0.0,Married,202,4.0,1,1,contacting_agent,960.115399,SUV
2329,Kumasi,No,primary_plan,College,Employed,male,14255.172413793103,Married,136,34.0,2,1,contacting_branch_directly,326.4,4-door_car
2330,Accra,No,premium_plan,High School or Below,Unemployed,male,0.0,Single,222,129.0,3,2,contacting_agent,799.2,2-door_car
2331,Kumasi,No,extended_plan,College,Unemployed,male,0.0,Single,258,64.0,3,3,customer_call_centre,619.2,SUV
2332,Kumasi,No,primary_plan,Bachelor,Unemployed,male,0.0,Married,138,73.0,2,1,contacting_branch_directly,460.741097,2-door_car
2333,Takoradi,No,primary_plan,College,Unemployed,male,0.0,Single,122,39.0,1,1,contacting_agent,439.2,4-door_car
2334,Cape_coast,No,primary_plan,High School or Below,Employed,male,14971.379310344828,Single,128,9.0,8,4,contacting_agent,0.099007,4-door_car
2335,Takoradi,No,extended_plan,Bachelor,Employed,female,7955.689655172414,Divorced,244,64.0,1,1,customer_call_centre,223.028356,SUV
2336,Accra,No,extended_plan,Doctor,Medical Leave,male,3668.1034482758623,Divorced,480,13.0,2,3,contacting_agent,1152.0,luxurious_suv
2337,Takoradi,No,primary_plan,High School or Below,Employed,male,8232.068965517241,Married,212,39.0,1,2,contacting_agent,246.696768,SUV
2338,Accra,No,premium_plan,College,Employed,male,8909.48275862069,Married,392,47.0,5,1,contacting_branch_directly,940.8,Sports Car
2339,Accra,No,primary_plan,College,Employed,male,14745.172413793103,Married,128,4.0,3,4,contacting_branch_directly,165.002742,4-door_car
2340,Kumasi,No,primary_plan,High School or Below,Unemployed,male,0.0,Married,126,13.0,4,4,via_the_web,753.22565,2-door_car
2341,Kumasi,No,extended_plan,College,Unemployed,female,0.0,Single,168,73.0,2,1,contacting_branch_directly,633.294203,4-door_car
2342,Kumasi,No,extended_plan,Bachelor,Employed,male,9591.724137931034,Single,246,150.0,7,1,contacting_agent,478.609999,SUV
2343,Cape_coast,No,extended_plan,High School or Below,Unemployed,male,0.0,Single,186,103.0,2,3,contacting_agent,669.6,4-door_car
2344,Kumasi,No,extended_plan,Bachelor,Unemployed,male,0.0,Married,156,138.0,5,2,contacting_agent,374.4,2-door_car
2345,Takoradi,No,extended_plan,Bachelor,Employed,male,11922.758620689656,Single,178,34.0,1,3,via_the_web,221.359492,4-door_car
2346,Kumasi,No,primary_plan,Bachelor,Medical Leave,male,2323.448275862069,Single,134,13.0,2,3,contacting_branch_directly,433.588181,4-door_car
2347,Tamale,No,primary_plan,High School or Below,Unemployed,female,0.0,Single,210,9.0,5,2,via_the_web,914.538629,SUV
2348,Kumasi,No,primary_plan,College,Employed,female,5733.103448275862,Married,142,86.0,1,2,contacting_agent,407.668083,4-door_car
2349,Cape_coast,No,primary_plan,College,Unemployed,male,0.0,Single,204,69.0,1,1,customer_call_centre,734.4,SUV
2350,Kumasi,No,primary_plan,College,Employed,female,10251.03448275862,Married,378,47.0,8,2,customer_call_centre,907.2,luxirious_car
2351,Accra,No,primary_plan,Bachelor,Employed,female,15342.93103448276,Married,126,82.0,3,3,customer_call_centre,232.745161,4-door_car
